name,sg_price,jb_price,sg_url,jb_url
OLAY Regenerist Micro Sculpting Cream 50g,$38,RM59.94,https://www.watsons.com.sg/olay-regenerist-micro-sculpting-cream-50g/p/BP_42726,https://www.watsons.com.my/olay-regenerist-micro-sculpting-cream-50g/p/BP_56242
OLAY Olay Regenerist Revitalising Night Cream 50g,$38,RM43.92,https://www.watsons.com.sg/olay-olay-regenerist-revitalising-night-cream-50g/p/BP_93821,https://www.watsons.com.my/olay-regenerist-revitalizing-night-cream-50g/p/BP_56244
OLAY Olay Total Effects 7 In One Day Cream Gentle 50g,$38,RM40.41,https://www.watsons.com.sg/olay-olay-total-effects-7-in-one-day-cream-gentle-50g/p/BP_78959,https://www.watsons.com.my/olay-total-effects-gentle-cream-50g/p/BP_98480
OLAY Regenerist Retinol24 Serum 30Ml,S$33.54,RM77.94,https://www.watsons.com.sg/olay-regenerist-retinol24-serum-30ml/p/BP_22392,https://www.watsons.com.my/olay-regenerist-retinol-max-face-serum-30ml/p/BP_1003710
OLAY Regenerist Retinol24 Moisturiser 50G,S$33.54,RM65.94,https://www.watsons.com.sg/olay-regenerist-retinol24-moisturiser-50g/p/BP_22454,https://www.watsons.com.my/olay-regenerist-retinol-24-night-moisturizer-50g/p/BP_89121
OLAY White Radiance Light Perfecting Essence 30ml,$38,RM35.94,https://www.watsons.com.sg/olay-white-radiance-light-perfecting-essence-30ml/p/BP_63587,https://www.watsons.com.my/olay-white-radiance-light-perfecting-night-cream-50g/p/BP_56123
OLAY Regenerist Micro Sculpting Cream Night 50g,$38,RM59.94,https://www.watsons.com.sg/olay-regenerist-micro-sculpting-cream-night-50g/p/BP_38813,https://www.watsons.com.my/olay-regenerist-micro-sculpting-cream-night-50g/p/BP_56243
OLAY Total Effects 7 In One Day Cream Normal SPF 15 50g,$38,RM26.94,https://www.watsons.com.sg/olay-total-effects-7-in-one-day-cream-normal-spf-15-50g/p/BP_78962,https://www.watsons.com.my/olay-total-effects-normal-cream-spf-15-50g/p/BP_98494
OLAY Total Effects 7 In One Day Cream Gentle SPF 15 50g,$38,RM26.94,https://www.watsons.com.sg/olay-total-effects-7-in-one-day-cream-gentle-spf-15-50g/p/BP_78963,https://www.watsons.com.my/olay-total-effects-gentle-cream-spf-15-50g/p/BP_98481
OLAY Total Effects 7 In One Day Cream Normal 50g,$38,RM26.94,https://www.watsons.com.sg/olay-total-effects-7-in-one-day-cream-normal-50g/p/BP_78958,https://www.watsons.com.my/olay-total-effects-normal-cream-50g/p/BP_98482
OLAY Regenerist Retinol24 Night Eye Cream 15Ml,S$33.54,RM65.94,https://www.watsons.com.sg/olay-regenerist-retinol24-night-eye-cream-15ml/p/BP_22370,https://www.watsons.com.my/olay-regenerist-retinol-24-night-eye-cream-15ml/p/BP_89123
OLAY Super Night Repair Serum (Anti-Aging & Brightening) 30ml,S$43.14,RM125.94,https://www.watsons.com.sg/olay-super-night-repair-serum-anti-aging-brightening-30ml/p/BP_80434,https://www.watsons.com.my/olay-super-serum-night-repair-30-ml/p/BP_1018967
GARNIER Bright Complete Vitamin C Booster Serum (Brightening + Fade Dark Spots) 30ml,S$28.80,RM60.06,https://www.watsons.com.sg/garnier-bright-complete-vitamin-c-booster-serum-brightening-fade-dark-spots-30ml/p/BP_74229,https://www.watsons.com.my/garnier-bright-complete-vitamin-c-serum-30ml-water-gel-50ml-set/p/BP_1015000
GARNIER Super UV Invisible Serum Sunscreen SPF50+ (with Vitamin C) 30ml,S$21.90,RM27.23,https://www.watsons.com.sg/garnier-super-uv-invisible-serum-sunscreen-spf50-with-vitamin-c-30ml/p/BP_52112,https://www.watsons.com.my/garnier-super-uv-serum-sunscreen-spf50-30ml/p/BP_1005523
GARNIER Vitamin C Bright Complete Serum Cleanser 100ml,S$9.90,RM14.63,https://www.watsons.com.sg/garnier-vitamin-c-bright-complete-serum-cleanser-100ml/p/BP_72935,https://www.watsons.com.my/garnier-bright-complete-serum-cleanser-100ml/p/BP_1013581
REVLON Oil-Absorbing Volcanic Roller 1s,$38,RM49.95,https://www.watsons.com.sg/revlon-oil-absorbing-volcanic-roller-1s/p/BP_61841,https://www.watsons.com.my/revlon-oil-absorb-volcanic-roller/p/BP_1023733
REVLON ColorStay Multi-Liner™ #006 Dynamic Doer 1s,$38,RM29.95,https://www.watsons.com.sg/revlon-colorstay-multi-liner%E2%84%A2-006-dynamic-doer-1s/p/BP_97871,https://www.watsons.com.my/revlon-revlon-colorstay-multi-liner-006-dynamic-doer/p/BP_1024119
REVLON ColorStay Multi-Liner™ #012 High Point 1s,$38,RM29.95,https://www.watsons.com.sg/revlon-colorstay-multi-liner%E2%84%A2-012-high-point-1s/p/BP_97870,https://www.watsons.com.my/revlon-revlon-colorstay-multi-liner-012-high-point/p/BP_1024120
HEAD & SHOULDERS Apple Fresh Anti-Dandruff Shampoo 650ml,S$8.40,RM20.34,https://www.watsons.com.sg/head-shoulders-apple-fresh-anti-dandruff-shampoo-650ml/p/BP_68705,https://www.watsons.com.my/head-shoulders-apple-fresh-anti-dandruff-shampoo-650ml/p/BP_1000635
HEAD & SHOULDERS Anti Dandruff Shampoo Smooth & Silky 650ml,S$8.40,RM11.31,https://www.watsons.com.sg/head-shoulders-anti-dandruff-shampoo-smooth-silky-650ml/p/BP_40286,https://www.watsons.com.my/head-shoulders-smooth-silky-shampoo-300ml/p/BP_26733
HEAD & SHOULDERSBARE Soothing Hydration Anti-Dandruff Shampoo 400ml,$38,RM27.93,https://www.watsons.com.sg/head-shoulders-bare-soothing-hydration-anti-dandruff-shampoo-400ml/p/BP_96049,https://www.watsons.com.my/head-shoulders-bare-soothing-hydration-shampoo-400ml/p/BP_1026766
HEAD & SHOULDERSBARE Pure Clean Anti-Dandruff Shampoo 400ml,$38,RM27.93,https://www.watsons.com.sg/head-shoulders-bare-pure-clean-anti-dandruff-shampoo-400ml/p/BP_96048,https://www.watsons.com.my/head-shoulders-bare-pure-clean-shampoo-400ml/p/BP_1026764
HERBAL ESSENCES Potent Aloe And Eucalyptus Conditioner 400ml,S$17.20,RM23.94,https://www.watsons.com.sg/herbal-essences-potent-aloe-and-eucalyptus-conditioner-400ml/p/BP_42762,https://www.watsons.com.my/herbal-essences-aloe-eucalyptus-conditioner-400ml/p/BP_1013278
HERBAL ESSENCES Potent Aloe And Avocado Conditioner (1.5X More Nourishment) 400ml,S$17.20,RM23.94,https://www.watsons.com.sg/herbal-essences-potent-aloe-and-avocado-conditioner-1.5x-more-nourishment-400ml/p/BP_42716,https://www.watsons.com.my/herbal-essences-aloe-avocado-oil-conditioner-400ml/p/BP_1013304
HERBAL ESSENCES Argan Oil Repair Shampoo 600ml,S$15.30,RM26.34,https://www.watsons.com.sg/herbal-essences-argan-oil-repair-shampoo-600ml/p/BP_10448,https://www.watsons.com.my/herbal-essences-argan-oil-of-morocco-shampoo-600ml/p/BP_44886
HERBAL ESSENCES Argan Oil Repair Conditioner 600ml,S$15.30,RM26.34,https://www.watsons.com.sg/herbal-essences-argan-oil-repair-conditioner-600ml/p/BP_10872,https://www.watsons.com.my/herbal-essences-argan-oil-conditioner-600ml/p/BP_44924
HERBAL ESSENCES Lavender Calm Frizz Shampoo 600ml,S$15.30,RM14.94,https://www.watsons.com.sg/herbal-essences-lavender-calm-frizz-shampoo-600ml/p/BP_11855,https://www.watsons.com.my/herbal-essences-lavender-almond-oil-shampoo-400ml/p/BP_1011407
HERBAL ESSENCES Lavender Calm Frizz Conditioner 600ml,S$15.30,RM14.94,https://www.watsons.com.sg/herbal-essences-lavender-calm-frizz-conditioner-600ml/p/BP_10537,https://www.watsons.com.my/herbal-essences-lavender-almond-oil-conditioner-400ml/p/BP_1011405
"HERBAL ESSENCES Bio:Renew Potent Aloe + Eucalyptus Shampoo (Balance Scalp, Protect Colored Hair) 400 ml",S$17.20,RM23.94,https://www.watsons.com.sg/herbal-essences-bio-renew-potent-aloe-eucalyptus-shampoo-balance-scalp-protect-colored-hair-400-ml/p/BP_80367,https://www.watsons.com.my/herbal-essences-aloe-eucalyptus-shampoo-400ml/p/BP_1013279
SWISSE Ultiboost Calcium + Vitamin D Tablet 90s,S$37.70,RM61.20,https://www.watsons.com.sg/swisse-ultiboost-calcium-vitamin-d-tablet-90s/p/BP_28739,https://www.watsons.com.my/swisse-ultiboost-calcium-vitamin-d3-90s/p/BP_1006502
"REDOXON Triple Action Vitamin C, D & Zinc Immunity Effervescent Orange 45s",S$25.83,RM18.32,https://www.watsons.com.sg/redoxon-triple-action-vitamin-c-d-zinc-immunity-effervescent-orange-45s/p/BP_85923,https://www.watsons.com.my/redoxon-triple-action-vitamin-c-d-zinc-effervescent-orange-10%E2%80%99s/p/BP_39507
"REDOXON Triple Action Vitamin C, D & Zinc Immunity Effervescent Blackcurrant 30s",S$18.13,RM49.90,https://www.watsons.com.sg/redoxon-triple-action-vitamin-c-d-zinc-immunity-effervescent-blackcurrant-30s/p/BP_57788,https://www.watsons.com.my/redoxon-redoxon-triple-action-vitamin-c-d-zinc-effervescent-orange-30%E2%80%99s/p/BP_39517
"REDOXON Triple Action Vitamin C, D & Zinc Immunity Effervescent Orange 30s",S$18.13,RM79.90,https://www.watsons.com.sg/redoxon-triple-action-vitamin-c-d-zinc-immunity-effervescent-orange-30s/p/BP_85922,https://www.watsons.com.my/redoxon-redoxon-triple-action-vitamin-c-d-zinc-effervescent-orange-2x30%E2%80%99s/p/BP_39420
BIORE Cool Body Sheets Floral 20 Pieces,S$6.10,RM21.51,https://www.watsons.com.sg/biore-cool-body-sheets-floral-20-pieces/p/BP_86255,https://www.watsons.com.my/biore-cooling-body-sheets-floral-20s/p/BP_1017617
NEUTROGENA Deep Clean Hydrating Foaming Cleanser (For Dry & Sensitive Skin) 100g,S$8.40,RM23.92,https://www.watsons.com.sg/neutrogena-deep-clean-hydrating-foaming-cleanser-for-dry-sensitive-skin-100g/p/BP_65063,https://www.watsons.com.my/neutrogena-deep-clean-hydrating-foaming-cleanser-100g/p/BP_92329
GATSBY Facial Wash Perfect Scrub 130g,S$6.00,RM12.90,https://www.watsons.com.sg/gatsby-facial-wash-perfect-scrub-130g/p/BP_16239,https://www.watsons.com.my/gatsby-facial-wash-perfect-clean-100g/p/BP_99870
HIMALAYA Purifying Neem Face Wash 100ml,S$9.50,RM8.05,https://www.watsons.com.sg/himalaya-purifying-neem-face-wash-100ml/p/BP_82126,https://www.watsons.com.my/himalaya-purifying-neem-face-wash-50ml/p/BP_67674
HIMALAYA Gentle Exfoliating Daily Face wash 100ml,S$9.50,RM13.20,https://www.watsons.com.sg/himalaya-gentle-exfoliating-daily-face-wash-100ml/p/BP_52191,https://www.watsons.com.my/himalaya-gentle-exfoliating-daily-face-wash-100ml/p/BP_19882
HIMALAYA Dark Spot Treatment Turmeric Face Mask 100ml,S$8.90,RM32.72,https://www.watsons.com.sg/himalaya-dark-spot-treatment-turmeric-face-mask-100ml/p/BP_77101,https://www.watsons.com.my/himalaya-dark-spot-turmeric-face-serum-30ml/p/BP_1008644
HIMALAYA Purifying Neem Face Serum 15ml,S$15.00,RM19.92,https://www.watsons.com.sg/himalaya-purifying-neem-face-serum-15ml/p/BP_12216,https://www.watsons.com.my/himalaya-herbals-purifying-neem-face-wash-150ml/p/BP_45201
HIMALAYA Brightening Vitamin C Orange Face Wash 100ml,S$7.90,RM13.20,https://www.watsons.com.sg/himalaya-brightening-vitamin-c-orange-face-wash-100ml/p/BP_77062,https://www.watsons.com.my/himalaya-vitamin-c-orange-face-wash-100ml/p/BP_1008643
HIMALAYA Nourishing Skin Cream 50ml,S$5.20,RM29.68,https://www.watsons.com.sg/himalaya-nourishing-skin-cream-50ml/p/BP_48869,https://www.watsons.com.my/himalaya-nourishing-skin-cream-150g/p/BP_78825
HIMALAYA Aloe Vera Face & Body Moisturizing Gel (Moisturises + Cool & Soothes Skin) 300ml,S$13.65,RM23.12,https://www.watsons.com.sg/himalaya-aloe-vera-face-body-moisturizing-gel-moisturises-cool-soothes-skin-300ml/p/BP_90147,https://www.watsons.com.my/himalaya-aloe-vera-face-body-moisturizer-gel-300ml/p/BP_97536
HIMALAYA Purifying Neem Face Wash 150ml,S$12.65,RM44.90,https://www.watsons.com.sg/himalaya-purifying-neem-face-wash-150ml/p/BP_40844,https://www.watsons.com.my/himalaya-purifying-neem-face-wash-3x100ml/p/BP_37533
HIMALAYA Brightening Vitamin C Orange Face Serum 15ml,S$12.90,RM32.72,https://www.watsons.com.sg/himalaya-brightening-vitamin-c-orange-face-serum-15ml/p/BP_77060,https://www.watsons.com.my/himalaya-brightening-vitamin-c-serum-30ml/p/BP_1015894
HIMALAYA Clear Complex Whitening Facial Wash 100ml (Expiry: Jan`2027),S$9.50,RM34.90,https://www.watsons.com.sg/himalaya-clear-complex-whitening-facial-wash-100ml-expiry-jan-2027/p/BP_52179,https://www.watsons.com.my/himalaya-clear-complexion-whitening-face-wash-150ml-x2/p/BP_47874
"SELSUN Blue Extra Moist Pro Anti-Dandruff Shampoo (Relieves Dandruff & Itchy Scalp With Selenium Sulfide, Honeyquat 50 & 3 Types of Conditioning Ingredients Suitable For Dry & Damage Hair) 200ml",S$14.90,RM25.74,https://www.watsons.com.sg/selsun-blue-extra-moist-pro-anti-dandruff-shampoo-relieves-dandruff-itchy-scalp-with-selenium-sulfide-honeyquat-50-3-types-of-conditioning-ingredients-suitable-for-dry-damage-hair-200ml/p/BP_45548,https://www.watsons.com.my/selsun-blue-2-in-1-pro-anti-dandruff-shampoo-200ml/p/BP_41075
TRESEMME Keratin Smooth Serum (Helps Repair Bonds And Protects From Damage) 100ml,$38,RM50.90,https://www.watsons.com.sg/tresemme-keratin-smooth-serum-helps-repair-bonds-and-protects-from-damage-100ml/p/BP_51117,https://www.watsons.com.my/tresemme-keratin-smooth-serum-100ml/p/BP_1005194
TRESEMME Color Vibrancy Serum (Repair Damaged Hair From Color Processing) 100ml,S$15.10,RM50.90,https://www.watsons.com.sg/tresemme-color-vibrancy-serum-repair-damaged-hair-from-color-processing-100ml/p/BP_51116,https://www.watsons.com.my/tresemme-color-vibrancy-serum-100ml/p/BP_1005186
TRESEMME Bond Repair Serum (Repair Bonds Broken By Heat And Styling Damage) 100ml,$38,RM50.90,https://www.watsons.com.sg/tresemme-bond-repair-serum-repair-bonds-broken-by-heat-and-styling-damage-100ml/p/BP_51114,https://www.watsons.com.my/tresemme-bond-repair-pep-serum-100ml/p/BP_1005195
TRESEMME Keratin Smooth Anti-Frizz Shampoo 670ml,S$14.65,RM12.90,https://www.watsons.com.sg/tresemme-keratin-smooth-anti-frizz-shampoo-670ml/p/BP_17471,https://www.watsons.com.my/tresemme-keratin-smooth-shampoo-340ml/p/BP_86438
TRESEMME Keratin Smooth Shampoo + Serum Bundle Set 1s,S$31.40,RM101.80,https://www.watsons.com.sg/tresemme-keratin-smooth-shampoo-serum-bundle-set-1s/p/BP_94499,https://www.watsons.com.my/tresemme-keratin-smooth-shampoo-670ml-keratin-smooth-serum-100ml/p/BP_1015128
CLEAR Scalpceuticals Hair Fall Resist Shampoo (Deeply Purifies Scalp And Reduces Hairfall) 300ml,$38,RM23.94,https://www.watsons.com.sg/clear-scalpceuticals-hair-fall-resist-shampoo-deeply-purifies-scalp-and-reduces-hairfall-300ml/p/BP_46397,https://www.watsons.com.my/clear-scalpceuticals-hair-fall-resist-shampoo-300ml/p/BP_1000224
"CLEAR Scalpceuticals Hair Fall Resist Conditioner (Hydrates, While Repairing And Strengthening Hair Fibers) 300ml",$38,RM23.94,https://www.watsons.com.sg/clear-scalpceuticals-hair-fall-resist-conditioner-hydrates-while-repairing-and-strengthening-hair-fibers-300ml/p/BP_46404,https://www.watsons.com.my/clear-scalpceuticals-hair-fall-resist-conditioner-300ml/p/BP_1000220
CLEAR Men Scalp Pro Anti Hairfall Fortifying Serum (Helps Stimulate Follicle Vitality For Visibly Fuller Looking Hair) 70ml,$38,RM29.94,https://www.watsons.com.sg/clear-men-scalp-pro-anti-hairfall-fortifying-serum-helps-stimulate-follicle-vitality-for-visibly-fuller-looking-hair-70ml/p/BP_46394,https://www.watsons.com.my/clear-men-scalp-pro-anti-hairfall-fortifying-serum-70ml/p/BP_1000218
CLEAR Scalpceuticals Hair Fall Resist Serum (Helps Stimulate Your Scalp’s Natural Hair Growing Process For Visibly Thicker Looking Hair) 45ml,$38,RM25.20,https://www.watsons.com.sg/clear-scalpceuticals-hair-fall-resist-serum-helps-stimulate-your-scalp%E2%80%99s-natural-hair-growing-process-for-visibly-thicker-looking-hair-45ml/p/BP_46395,https://www.watsons.com.my/clear-scalpceuticals-hair-fall-resist-serum-45ml/p/BP_1000219
CLEAR Men Scalp Pro Anti Hairfall Fortifying Shampoo 300ml,$38,RM23.94,https://www.watsons.com.sg/clear-men-scalp-pro-anti-hairfall-fortifying-shampoo-300ml/p/BP_46396,https://www.watsons.com.my/clear-men-scalp-pro-anti-hairfall-fortifying-shampoo-300ml/p/BP_1000217
CLEAR Men Cool Sport Menthol Shampoo 650ml,S$16.50,RM12.30,https://www.watsons.com.sg/clear-men-cool-sport-menthol-shampoo-650ml/p/BP_31879,https://www.watsons.com.my/clear-men-cool-sport-menthol-anti-dandruff-shampoo-315ml/p/BP_11441
"LUCIDO-LOil Control Hair Spray Clear Fruity (Fluffy, Airy & Smooth Hair) 70g",$38,RM24.21,https://www.watsons.com.sg/lucido-l-oil-control-hair-spray-clear-fruity-fluffy-airy-smooth-hair-70g/p/BP_54800,https://www.watsons.com.my/lucido-l-oil-control-hair-spray-clear-fruity-70g/p/BP_1020806
